n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilite;observations;date_maj
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45147*001;FLEURY LES AUBRAIS - Parking Du 11 Novembre;Parking Du 11 Novembre 45400 FLEURY LES AUBRAIS;45147;1,9109;47,93292;2;FR*M45*E45147*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45274*001;SAINT DENIS EN VAL - Parking Place Du 8 Mai 45;Parking Place Du 8 Mai 45 45560 SAiNT DeNIS EN VAL;45274;1,95514;47,87808;2;FR*M45*E45274*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45274*001;SAINT DENIS EN VAL - Parking Place Du 8 Mai 45;Parking Place Du 8 Mai 45 45560 SAiNT DeNIS EN VAL;45274;1,95514;47,87808;2;FR*M45*E45274*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45286*001;SAINT JEAN LE BLANC - Centre Commercial Clos de l'Arche;Centre Commercial Clos de l'Arche 45650 SAINT JEAN LE BLANC;45286;1,93456;47,88026;2;FR*M45*E45286*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45286*001;SAINT JEAN LE BLANC - Centre Commercial Clos de l'Arche;Centre Commercial Clos de l'Arche 45650 SAINT JEAN LE BLANC;45286;1,93456;47,88026;2;FR*M45*E45286*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45234*007;ORLEANS - Parking Rue Notre Dame De Recouvrance;Parking Rue Notre Dame De Recouvrance 45000 ORLEANS;45234;1,90126;47,90074;2;FR*M45*E45234*007*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45234*007;ORLEANS - Parking Rue Notre Dame De Recouvrance;Parking Rue Notre Dame De Recouvrance 45000 ORLEANS;45234;1,90126;47,90074;2;FR*M45*E45234*007*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45234*005;ORLEANS - 25 Boulevard Alexandre Martin;Boulevard Alexandre Martin 45000 ORLEANS;45234;1,910526;47,905144;2;FR*M45*E45234*005*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45234*005;ORLEANS - 25 Boulevard Alexandre Martin;Boulevard Alexandre Martin 45000 ORLEANS;45234;1,910526;47,905144;2;FR*M45*E45234*005*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45194*001;MARDIE - Rue De Donnery;Rue De Donnery 45430 MARDIE;45194;2,05386;47,89206;2;FR*M45*E45194*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45194*001;MARDIE - Rue De Donnery;Rue De Donnery 45430 MARDIE;45194;2,05386;47,89206;2;FR*M45*E45194*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45282*001;SAINT HILAIRE SAINT MESMIN - Place Du Marché;Place Du Marché 45160 SAINT HILAIRE SAINT MESMIN;45282;1,83385;47,86555;2;FR*M45*E45282*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45282*001;SAINT HILAIRE SAINT MESMIN - Place Du Marché;Place Du Marché 45160 SAINT HILAIRE SAINT MESMIN;45282;1,83385;47,86555;2;FR*M45*E45282*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45169*001;INGRE - Parking Rue Des Selliers;Parking Rue Des Selliers 45140 INGRE;45169;1,82654;47,919474;2;FR*M45*E45169*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45169*001;INGRE - Parking Rue Des Selliers;Parking Rue Des Selliers 45140 INGRE;45169;1,82654;47,919474;2;FR*M45*E45169*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45234*001;ORLEANS - 24 Rue Bannier;Rue Bannier 45000 ORLEANS;45234;1,9030715;47,9039133;2;FR*M45*E45234*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45234*001;ORLEANS - 24 Rue Bannier;Rue Bannier 45000 ORLEANS;45234;1,9030715;47,9039133;2;FR*M45*E45234*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45197*001;MARIGNY LES USAGES - Parking Rue Du Vieux Bourg;Parking Rue Du Vieux Bourg 45760 MARIGNY LES USAGES;45197;2,01551;47,95631;2;FR*M45*E45197*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
ORLEANS METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M45*P45197*001;MARIGNY LES USAGES - Parking Rue Du Vieux Bourg;Parking Rue Du Vieux Bourg 45760 MARIGNY LES USAGES;45197;2,01551;47,95631;2;FR*M45*E45197*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*001;Parking n°1;Rue des Bordes 91070 BONDOUFLE;91086;2,36834;48,59647;6;FR*G29*E91086*001*1;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*001;Parking n°1;Rue des Bordes 91070 BONDOUFLE;91086;2,36834;48,59647;6;FR*G29*E91086*001*5;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*001;Parking n°1;Rue des Bordes 91070 BONDOUFLE;91086;2,36834;48,59647;6;FR*G29*E91086*001*6;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*001;Parking n°1;Rue des Bordes 91070 BONDOUFLE;91086;2,36834;48,59647;6;FR*G29*E91086*001*4;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*001;Parking n°1;Rue des Bordes 91070 BONDOUFLE;91086;2,36834;48,59647;6;FR*G29*E91086*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*001;Parking n°1;Rue des Bordes 91070 BONDOUFLE;91086;2,36834;48,59647;6;FR*G29*E91086*001*3;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*002;Parking n°2;Rue des Bordes 91070 BONDOUFLE;91086;2,36203;48,601;6;FR*G29*E91086*002*3;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*002;Parking n°2;Rue des Bordes 91070 BONDOUFLE;91086;2,36203;48,601;6;FR*G29*E91086*002*5;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*002;Parking n°2;Rue des Bordes 91070 BONDOUFLE;91086;2,36203;48,601;6;FR*G29*E91086*002*4;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*002;Parking n°2;Rue des Bordes 91070 BONDOUFLE;91086;2,36203;48,601;6;FR*G29*E91086*002*6;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*002;Parking n°2;Rue des Bordes 91070 BONDOUFLE;91086;2,36203;48,601;6;FR*G29*E91086*002*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Siège Intermarché;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G29*P91086*002;Parking n°2;Rue des Bordes 91070 BONDOUFLE;91086;2,36203;48,601;6;FR*G29*E91086*002*1;22;T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Ville de Garches;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*V19*P92033*001;GARCHES - Rue de Suresnes;Rue de Suresnes  92380 GARCHES;92033;2,187882;48,845822;2;FR*V19*E92033*001*2;7;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Ville de Garches;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*V19*P92033*001;GARCHES - Rue de Suresnes;Rue de Suresnes  92380 GARCHES;92033;2,187882;48,845822;2;FR*V19*E92033*001*1;7;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Centre commercial Grand Var;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G05*P83144*001;LA VALETTE DU VAR - Rn 98;Rn 98 83160 LA VALETTE DU VAR;83144;6,016314;43,142785;8;FR*G05*E83144*001*6;22;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Centre commercial Grand Var;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G05*P83144*001;LA VALETTE DU VAR - Rn 98;Rn 98 83160 LA VALETTE DU VAR;83144;6,016314;43,142785;8;FR*G05*E83144*001*5;22;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Centre commercial Grand Var;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G05*P83144*001;LA VALETTE DU VAR - Rn 98;Rn 98 83160 LA VALETTE DU VAR;83144;6,016314;43,142785;8;FR*G05*E83144*001*1;43;T2;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Centre commercial Grand Var;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G05*P83144*001;LA VALETTE DU VAR - Rn 98;Rn 98 83160 LA VALETTE DU VAR;83144;6,016314;43,142785;8;FR*G05*E83144*001*4;4;EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Centre commercial Grand Var;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G05*P83144*001;LA VALETTE DU VAR - Rn 98;Rn 98 83160 LA VALETTE DU VAR;83144;6,016314;43,142785;8;FR*G05*E83144*001*3;43;COMBO;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Centre commercial Grand Var;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G05*P83144*001;LA VALETTE DU VAR - Rn 98;Rn 98 83160 LA VALETTE DU VAR;83144;6,016314;43,142785;8;FR*G05*E83144*001*2;50;CHADEMO;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Centre commercial Grand Var;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G05*P83144*001;LA VALETTE DU VAR - Rn 98;Rn 98 83160 LA VALETTE DU VAR;83144;6,016314;43,142785;8;FR*G05*E83144*001*7;22;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Centre commercial Grand Var;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*G05*P83144*001;LA VALETTE DU VAR - Rn 98;Rn 98 83160 LA VALETTE DU VAR;83144;6,016314;43,142785;8;FR*G05*E83144*001*8;22;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Le Pont du Gard;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A30*P30346*001;VERS-PONT-DU-GARD - Parking Pont Du Gard - Rive Gauche;Parking Pont Du Gard - Rive Gauche 30210 VERS-PONT-DU-GARD;30346;4,534917;43,953318;2;FR*A30*E30346*001*2;7;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Le Pont du Gard;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A30*P30346*001;VERS-PONT-DU-GARD - Parking Pont Du Gard - Rive Gauche;Parking Pont Du Gard - Rive Gauche 30210 VERS-PONT-DU-GARD;30346;4,534917;43,953318;2;FR*A30*E30346*001*1;7;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Le Pont du Gard;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A30*P30212*001;REMOULINS - Parking Pont Du Gard - Rive Droite;Parking Pont Du Gard - Rive Droite 30210 REMOULINS;30212;4,541705;43,949328;2;FR*A30*E30212*001*1;7;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Le Pont du Gard;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A30*P30212*001;REMOULINS - Parking Pont Du Gard - Rive Droite;Parking Pont Du Gard - Rive Droite 30210 REMOULINS;30212;4,541705;43,949328;2;FR*A30*E30212*001*2;7;T2 - EF;gratuit;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Ville de Viriat;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*V16*P01451*001;VIRIAT - Place De La Mairie;Place De La Mairie 1440 VIRIAT;1451;5,217323;46,253274;2;FR*V16*E01451*001*1;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
Ville de Viriat;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*V16*P01451*001;VIRIAT - Place De La Mairie;Place De La Mairie 1440 VIRIAT;1451;5,217323;46,253274;2;FR*V16*E01451*001*2;22;T2 - EF;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;07/10/2020
